分拣中心,日期,货量
SC9,2023/10/16,23119
SC9,2023/11/19,26115
SC9,2023/11/24,26816
SC9,2023/8/20,24379
SC9,2023/9/5,26663
SC9,2023/11/13,39432
SC9,2023/10/19,25047
SC9,2023/8/30,26899
SC9,2023/10/8,23842
SC9,2023/9/18,26538
SC9,2023/8/27,25032
SC9,2023/11/2,45766
SC9,2023/9/3,26530
SC9,2023/10/1,26052
SC9,2023/9/13,26303
SC9,2023/9/28,32419
SC9,2023/9/1,28901
SC9,2023/8/31,27900
SC9,2023/9/7,30018
SC9,2023/10/26,31417
SC9,2023/9/8,28026
SC9,2023/8/4,23468
SC9,2023/9/12,25190
SC9,2023/8/8,20373
SC9,2023/8/29,26296
SC9,2023/10/2,22658
SC9,2023/8/19,24661
SC9,2023/8/22,24929
SC9,2023/8/9,21955
SC9,2023/11/14,32350
SC9,2023/11/27,25170
SC9,2023/9/10,25849
SC9,2023/9/27,35476
SC9,2023/9/20,29824
SC9,2023/10/21,25961
SC9,2023/10/6,21146
SC9,2023/11/15,28380
SC9,2023/8/7,20769
SC9,2023/9/4,24795
SC9,2023/8/6,21237
SC9,2023/10/31,31161
SC9,2023/11/12,55161
SC9,2023/10/28,29346
SC9,2023/10/12,23907
SC9,2023/11/4,33688
SC9,2023/11/18,28137
SC9,2023/8/5,23455
SC9,2023/9/11,24865
SC9,2023/11/11,68147
SC9,2023/9/23,31875
SC9,2023/8/2,23978
SC9,2023/9/19,28322
SC9,2023/9/14,28898
SC9,2023/11/7,31477
SC9,2023/8/3,21736
SC9,2023/9/15,27571
SC9,2023/10/7,23873
SC9,2023/11/26,25921
SC9,2023/9/2,28156
SC9,2023/8/14,19898
SC9,2023/11/23,27087
SC9,2023/10/27,31237
SC9,2023/9/26,35047
SC9,2023/8/16,22871
SC9,2023/11/25,26875
SC9,2023/8/24,25156
SC9,2023/9/9,27703
SC9,2023/10/24,37390
SC9,2023/11/21,26610
SC9,2023/9/22,31588
SC9,2023/10/18,24738
SC9,2023/9/29,25217
SC9,2023/8/26,24891
SC9,2023/11/8,33980
SC9,2023/10/17,23892
SC9,2023/10/4,20196
SC9,2023/10/15,23050
SC53,2023/11/30,32718
SC53,2023/8/31,35601
SC53,2023/11/18,33132
SC53,2023/8/2,28030
SC53,2023/8/10,28196
SC53,2023/10/4,22770
SC53,2023/11/6,33926
SC53,2023/8/9,27459
SC53,2023/9/2,32049
SC53,2023/8/27,32240
SC53,2023/11/26,30006
SC53,2023/9/23,40436
SC53,2023/9/26,40681
SC53,2023/8/21,27121
SC53,2023/10/24,33703
SC53,2023/10/23,29531
SC53,2023/10/22,27841
SC53,2023/10/17,29559
SC53,2023/8/20,27537
SC53,2023/10/15,28380
SC53,2023/10/16,29124
SC53,2023/9/6,32423
SC53,2023/11/1,35310
SC53,2023/9/4,30173
SC53,2023/11/12,46038
SC53,2023/11/20,32940
SC53,2023/11/14,41609
SC53,2023/9/11,30172
SC53,2023/10/21,29353
SC53,2023/8/22,29856
SC53,2023/11/2,41933
SC53,2023/8/8,26946
SC53,2023/10/14,29777
SC53,2023/10/2,23167
SC53,2023/8/5,28474
SC53,2023/9/21,39127
SC53,2023/9/1,33224
SC53,2023/9/12,30394
SC53,2023/10/27,35823
SC53,2023/8/26,35313
SC53,2023/10/19,30362
SC53,2023/10/9,30362
SC53,2023/10/25,36806
SC53,2023/10/6,25977
SC53,2023/11/23,35037
SC53,2023/9/14,34649
SC53,2023/8/18,29452
SC53,2023/9/24,36584
SC53,2023/11/27,30129
SC53,2023/11/25,32571
SC53,2023/11/7,34979
SC53,2023/8/12,26843
SC53,2023/11/24,33282
SC53,2023/8/29,40313
SC53,2023/9/18,31163
SC53,2023/9/30,23956
SC53,2023/11/22,35821
SC53,2023/10/5,25309
SC53,2023/10/26,35819
SC53,2023/8/1,26860
SC53,2023/8/14,26693
SC53,2023/10/10,31815
SC53,2023/11/10,37544
SC53,2023/9/20,38147
SC53,2023/8/4,28487
SC53,2023/11/17,36958
SC53,2023/10/18,29834
SC53,2023/8/7,26963
SC53,2023/11/15,39846
SC53,2023/8/17,29438
SC53,2023/10/28,33824
SC53,2023/11/11,38904
SC53,2023/11/8,37586
SC53,2023/10/8,30133
SC53,2023/9/29,26547
SC53,2023/10/12,30368
SC53,2023/8/16,28747
SC53,2023/8/13,26473
SC53,2023/10/3,22538
SC53,2023/10/29,30769
SC53,2023/9/17,33713
SC53,2023/8/6,25697
SC53,2023/8/25,33303
SC53,2023/11/13,47565
SC53,2023/9/27,41008
SC53,2023/8/28,37424
SC53,2023/8/15,28935
SC53,2023/9/13,33234
SC53,2023/10/11,31105
SC53,2023/9/8,31993
SC53,2023/9/22,37420
SC53,2023/11/4,33361
SC53,2023/8/11,27718
SC53,2023/8/30,39181
SC53,2023/9/10,31056
SC53,2023/11/19,33095
SC53,2023/10/1,22771
SC53,2023/11/29,33832
SC53,2023/9/28,35505
SC53,2023/11/9,37321
SC53,2023/11/21,33638
SC53,2023/9/19,33954
SC53,2023/9/25,40852
SC53,2023/10/30,31405
SC53,2023/11/3,36469
SC53,2023/10/7,28714
SC53,2023/8/3,27609
SC53,2023/9/16,33558
SC53,2023/10/20,30383
SC53,2023/9/7,32426
SC53,2023/8/24,30512
SC53,2023/9/5,33202
SC53,2023/11/16,38173
SC53,2023/9/3,32134
SC53,2023/8/23,30377
SC53,2023/9/9,32547
SC53,2023/9/15,33747
SC53,2023/10/31,36585
SC53,2023/11/28,33646
SC53,2023/8/19,28747
SC53,2023/10/13,30270
SC53,2023/11/5,30522
SC38,2023/11/22,3621
SC38,2023/9/15,4015
SC38,2023/8/19,3582
SC38,2023/11/24,3552
SC38,2023/9/14,4049
SC38,2023/10/29,4443
SC38,2023/10/17,3835
SC38,2023/9/10,3559
SC38,2023/9/5,3970
SC38,2023/10/24,8662
SC38,2023/11/10,6938
SC38,2023/9/27,4189
SC38,2023/8/8,3585
SC38,2023/8/28,3842
SC38,2023/11/1,13610
SC38,2023/8/3,3461
SC38,2023/8/6,3274
SC38,2023/10/8,4047
SC38,2023/9/4,4162
SC38,2023/8/23,3733
SC38,2023/8/11,3515
SC38,2023/8/1,3696
SC38,2023/11/16,3579
SC38,2023/10/31,6540
SC38,2023/9/7,4806
SC38,2023/9/17,3830
SC38,2023/8/21,3690
SC38,2023/9/28,3738
SC38,2023/11/25,3566
SC38,2023/9/23,4028
SC38,2023/10/22,3542
SC38,2023/10/12,3786
SC38,2023/8/10,3593
SC38,2023/11/2,7010
SC38,2023/9/19,4261
SC38,2023/11/20,3783
SC38,2023/8/14,3617
SC38,2023/8/27,3663
SC38,2023/9/25,4265
SC38,2023/10/18,3730
SC38,2023/8/29,3836
SC38,2023/11/7,5339
SC38,2023/9/22,4258
SC38,2023/8/22,3544
SC38,2023/8/24,3806
SC38,2023/10/16,3886
SC38,2023/9/24,4242
SC38,2023/10/9,3441
SC38,2023/10/25,5764
SC38,2023/11/26,3469
SC38,2023/9/26,4416
SC38,2023/9/12,3904
SC38,2023/10/11,3887
SC38,2023/8/9,3726
SC38,2023/11/19,3469
SC38,2023/9/30,3283
SC38,2023/10/1,3187
SC38,2023/10/14,3582
SC38,2023/8/16,3620
SC38,2023/10/27,5308
SC38,2023/10/6,3752
SC38,2023/10/2,3091
SC38,2023/8/25,3810
SC38,2023/10/4,3358
SC38,2023/8/12,3307
SC38,2023/11/5,4989
SC38,2023/11/13,4196
SC38,2023/10/5,3412
SC38,2023/10/19,4109
SC38,2023/11/21,3880
SC38,2023/11/27,3804
SC38,2023/10/10,4312
SC38,2023/10/7,4206
SC38,2023/9/2,4288
SC38,2023/8/2,3708
SC38,2023/10/3,3183
SC38,2023/9/11,3863
SC38,2023/10/13,3651
SC38,2023/8/15,3687
SC38,2023/11/29,3889
SC38,2023/11/12,7509
SC38,2023/10/26,5005
SC38,2023/11/11,13808
SC38,2023/9/21,4460
SC38,2023/9/3,3817
SC38,2023/11/3,5674
SC38,2023/9/18,4047
SC38,2023/10/23,5055
SC38,2023/11/9,4768
SC38,2023/11/30,3893
SC38,2023/9/8,4337
SC38,2023/9/16,4189
SC38,2023/10/30,4634
SC38,2023/8/20,3360
SC38,2023/9/6,4337
SC38,2023/8/18,3657
SC38,2023/11/8,5395
SC38,2023/8/7,3429
SC38,2023/8/5,3325
SC38,2023/9/1,4828
SC38,2023/10/15,3416
SC38,2023/9/20,4459
SC38,2023/8/13,3177
SC38,2023/11/18,3380
SC38,2023/9/13,3979
SC38,2023/11/4,5393
SC38,2023/8/4,3378
SC38,2023/8/17,3680
SC38,2023/11/6,5139
SC38,2023/9/29,3497
SC38,2023/11/23,3659
SC38,2023/10/20,4256
SC38,2023/9/9,4286
SC38,2023/10/21,3733
SC38,2023/11/14,3416
SC38,2023/8/30,3789
SC38,2023/11/28,3875
SC38,2023/11/17,3408
SC38,2023/8/31,3692
SC38,2023/8/26,3633
SC38,2023/11/15,3394
SC38,2023/10/28,5025
SC20,2023/11/22,177
SC20,2023/9/28,182
SC20,2023/9/1,512
SC20,2023/11/13,252
SC20,2023/11/11,381
SC20,2023/10/23,252
SC20,2023/9/21,227
SC20,2023/10/11,117
SC20,2023/8/22,93
SC20,2023/8/20,39
SC20,2023/10/17,240
SC20,2023/8/25,115
SC20,2023/9/16,125
SC20,2023/10/22,88
SC20,2023/10/30,162
SC20,2023/8/10,158
SC20,2023/10/15,513
SC20,2023/10/13,74
SC20,2023/11/25,34
SC20,2023/8/28,70
SC20,2023/9/9,705
SC20,2023/10/20,375
SC20,2023/10/5,45
SC20,2023/8/17,94
SC20,2023/11/2,154
SC20,2023/11/24,104
SC20,2023/10/29,80
SC20,2023/8/19,33
SC20,2023/8/23,56
SC20,2023/11/8,313
SC20,2023/10/1,260
SC20,2023/9/24,133
SC20,2023/10/4,47
SC20,2023/9/8,737
SC20,2023/8/3,89
SC20,2023/10/8,231
SC20,2023/8/21,136
SC20,2023/10/6,116
SC20,2023/10/12,72
SC20,2023/9/19,224
SC20,2023/8/1,183
SC20,2023/11/5,30
SC20,2023/11/23,117
SC20,2023/9/15,203
SC20,2023/9/2,408
SC20,2023/11/12,704
SC20,2023/11/27,74
SC20,2023/9/26,248
SC20,2023/10/28,43
SC20,2023/11/10,398
SC20,2023/11/18,26
SC20,2023/8/5,33
SC20,2023/11/3,108
SC20,2023/9/17,79
SC20,2023/9/18,314
SC20,2023/8/8,95
SC20,2023/10/18,155
SC20,2023/10/24,177
SC20,2023/8/14,207
SC20,2023/9/7,329
SC20,2023/8/12,431
SC20,2023/9/11,851
SC20,2023/9/10,223
SC20,2023/10/14,49
SC20,2023/11/6,113
SC20,2023/9/22,197
SC20,2023/11/1,113
SC20,2023/8/2,84
SC20,2023/10/7,103
SC20,2023/10/27,128
SC20,2023/11/19,24
SC20,2023/9/23,125
SC20,2023/10/3,120
SC20,2023/8/24,88
SC20,2023/9/20,248
SC20,2023/9/6,674
SC20,2023/11/15,136
SC20,2023/10/16,577
SC20,2023/8/7,122
SC20,2023/11/4,43
SC20,2023/8/27,38
SC20,2023/8/4,72
SC20,2023/10/25,233
SC20,2023/11/21,164
SC20,2023/11/29,53
SC20,2023/10/2,200
SC20,2023/11/17,808
SC20,2023/9/5,560
SC20,2023/11/30,53
SC20,2023/9/13,410
SC20,2023/8/18,80
SC20,2023/8/16,75
SC20,2023/9/27,235
SC20,2023/9/14,226
SC20,2023/8/15,129
SC20,2023/11/28,43
SC20,2023/9/3,353
SC20,2023/10/10,75
SC20,2023/10/21,235
SC20,2023/8/11,819
SC20,2023/11/9,951
SC20,2023/10/31,151
SC20,2023/8/13,93
SC20,2023/8/31,481
SC20,2023/11/14,130
SC20,2023/10/26,89
SC20,2023/9/30,93
SC20,2023/11/16,818
SC20,2023/9/29,119
SC20,2023/8/29,124
SC20,2023/9/25,153
SC20,2023/8/6,46
SC20,2023/11/26,29
SC20,2023/9/12,813
SC20,2023/8/30,568
SC20,2023/10/9,84
SC20,2023/8/9,86
SC20,2023/11/7,332
SC20,2023/9/4,425
SC20,2023/11/20,77
SC20,2023/10/19,88
SC20,2023/8/26,152
SC39,2023/8/12,2332
SC39,2023/10/25,3293
SC39,2023/9/19,2786
SC39,2023/9/6,2918
SC39,2023/9/29,2710
SC39,2023/8/2,2647
SC39,2023/9/7,3246
SC39,2023/8/20,2330
SC39,2023/10/26,3046
SC39,2023/10/10,2594
SC39,2023/9/24,2675
SC39,2023/8/25,2586
SC39,2023/8/16,2448
SC39,2023/8/27,2487
SC39,2023/9/28,2860
SC39,2023/10/4,2349
SC39,2023/9/2,2766
SC39,2023/11/26,2077
SC39,2023/11/24,2225
SC39,2023/8/13,2217
SC39,2023/10/19,2509
SC39,2023/8/24,2686
SC39,2023/9/26,2917
SC39,2023/10/6,2534
SC39,2023/11/5,2960
SC39,2023/11/8,3259
SC39,2023/11/6,3029
SC39,2023/11/11,7703
SC39,2023/9/12,2691
SC39,2023/8/17,2418
SC39,2023/8/29,2558
SC39,2023/9/13,2792
SC39,2023/9/30,2716
SC39,2023/9/3,2568
SC39,2023/10/15,2158
SC39,2023/10/1,2513
SC39,2023/8/21,2487
SC39,2023/8/5,2370
SC39,2023/8/18,2468
SC39,2023/11/20,2118
SC39,2023/8/15,2475
SC39,2023/9/25,2983
SC39,2023/11/2,4565
SC39,2023/11/25,2040
SC39,2023/11/3,3292
SC39,2023/11/21,2260
SC39,2023/10/9,2626
SC39,2023/11/7,3172
SC39,2023/10/7,2648
SC39,2023/8/3,2473
SC39,2023/9/11,2685
SC39,2023/10/27,3149
SC39,2023/9/23,2612
SC39,2023/8/6,2309
SC39,2023/8/14,2485
SC39,2023/10/24,5310
SC39,2023/10/18,2299
SC39,2023/8/11,2502
SC39,2023/9/20,2796
SC39,2023/11/15,2247
SC39,2023/10/16,2261
SC39,2023/11/18,2067
SC39,2023/9/15,2604
SC39,2023/10/8,2616
SC39,2023/8/31,2365
SC39,2023/10/17,2256
SC39,2023/10/29,2672
SC39,2023/10/12,2402
SC39,2023/11/17,1980
SC39,2023/10/28,2942
SC39,2023/9/21,2704
SC39,2023/11/9,2998
SC39,2023/11/28,2207
SC39,2023/8/22,2279
SC39,2023/9/9,2817
SC39,2023/8/19,2403
SC39,2023/8/28,2586
SC39,2023/9/27,2897
SC39,2023/11/14,2145
SC39,2023/10/20,2698
SC39,2023/11/13,2524
SC39,2023/11/27,2243
SC39,2023/9/10,2327
SC39,2023/9/14,2684
SC39,2023/10/21,2373
SC39,2023/8/7,2410
SC39,2023/11/16,2182
SC39,2023/8/8,2573
SC39,2023/8/4,2421
SC39,2023/10/13,2388
SC39,2023/11/29,2310
SC39,2023/11/10,4389
SC39,2023/9/8,2899
SC39,2023/8/30,2572
SC39,2023/10/5,2561
SC39,2023/9/18,2657
SC39,2023/9/17,2576
SC39,2023/8/1,2574
SC39,2023/9/4,2575
SC39,2023/11/4,3129
SC39,2023/10/2,2469
SC39,2023/11/30,2410
SC39,2023/10/22,2091
SC39,2023/9/16,2557
SC39,2023/9/5,2648
SC39,2023/10/11,2531
SC39,2023/8/10,2507
SC39,2023/10/14,2062
SC39,2023/10/23,3297
SC39,2023/8/9,2611
SC39,2023/10/3,2416
SC39,2023/11/12,4876
SC39,2023/8/23,2554
SC39,2023/11/1,8213
SC39,2023/10/31,4148
SC39,2023/11/22,2183
SC39,2023/11/19,1873
SC39,2023/9/1,3385
SC39,2023/10/30,2704
SC39,2023/11/23,2123
SC39,2023/9/22,2704
SC39,2023/8/26,2533
SC47,2023/11/29,43261
SC47,2023/9/3,46179
SC47,2023/11/5,46762
SC47,2023/10/21,41496
SC47,2023/11/12,82474
SC47,2023/10/17,46505
SC47,2023/11/20,42621
SC47,2023/9/9,48310
SC47,2023/10/7,42643
SC47,2023/11/6,44571
SC47,2023/10/25,62629
SC47,2023/8/20,40744
SC47,2023/11/26,41402
SC47,2023/8/15,42327
SC47,2023/8/13,37994
SC47,2023/8/6,38806
SC47,2023/11/3,57081
SC47,2023/10/13,43764
SC47,2023/8/30,45157
SC47,2023/9/29,40040
SC47,2023/10/9,45531
SC47,2023/10/29,39229
SC47,2023/8/31,46859
SC47,2023/11/28,43870
SC47,2023/11/21,44626
SC47,2023/8/3,41947
SC47,2023/10/27,47508
SC47,2023/10/23,40509
SC47,2023/10/10,45191
SC47,2023/9/8,48569
SC47,2023/11/19,42888
SC47,2023/8/21,42029
SC47,2023/9/17,45847
SC47,2023/10/4,30920
SC47,2023/9/4,43383
SC47,2023/10/15,41439
SC47,2023/8/9,42408
SC47,2023/8/8,39556
SC47,2023/8/25,44683
SC47,2023/10/24,67710
SC47,2023/8/24,43959
SC47,2023/11/15,49580
SC47,2023/8/1,43261
SC47,2023/8/11,40776
SC47,2023/11/14,52677
SC47,2023/8/10,40837
SC47,2023/10/22,38527
SC47,2023/11/27,39923
SC47,2023/9/20,50640
SC47,2023/10/11,45030
SC47,2023/9/10,46026
SC47,2023/11/11,99938
SC47,2023/10/3,28027
SC47,2023/9/6,49331
SC47,2023/10/2,28977
SC47,2023/11/1,91766
SC47,2023/8/7,38749
SC47,2023/9/14,46619
SC47,2023/10/12,43817
SC47,2023/8/14,38384
SC47,2023/9/12,45268
SC47,2023/8/18,42131
SC47,2023/10/5,33758
SC47,2023/11/16,47220
SC47,2023/11/17,47832
SC47,2023/10/31,41005
SC47,2023/11/24,42666
SC47,2023/10/8,45334
SC47,2023/11/23,44199
SC47,2023/8/17,42133
SC47,2023/9/21,49759
SC47,2023/8/29,44473
SC47,2023/10/18,45670
SC47,2023/11/8,48014
SC47,2023/8/2,42697
SC47,2023/9/18,44547
SC47,2023/9/5,47529
SC47,2023/11/30,44147
SC47,2023/10/30,38768
SC47,2023/9/15,46948
SC47,2023/11/7,45755
SC47,2023/9/11,42700
SC47,2023/9/13,46179
SC47,2023/9/23,51910
SC47,2023/8/28,40977
SC47,2023/10/6,38858
SC47,2023/9/2,50911
SC47,2023/10/26,53056
SC47,2023/11/13,59275
SC47,2023/11/2,69085
SC47,2023/9/1,48032
SC47,2023/11/25,42755
SC47,2023/9/22,50723
SC47,2023/10/16,41221
SC47,2023/8/16,43679
SC47,2023/11/18,43486
SC47,2023/9/24,50963
SC47,2023/9/28,45742
SC47,2023/9/26,53110
SC47,2023/10/19,42283
SC47,2023/8/27,41647
SC47,2023/9/27,53461
SC47,2023/9/30,34333
SC47,2023/10/20,44650
SC47,2023/11/4,49737
SC47,2023/9/7,52790
SC47,2023/10/14,44223
SC47,2023/8/5,40548
SC47,2023/8/22,44845
SC47,2023/11/10,48322
SC47,2023/11/22,44118
SC47,2023/8/4,40968
SC47,2023/8/26,44185
SC47,2023/9/19,48895
SC47,2023/11/9,46419
SC47,2023/10/1,30992
SC47,2023/8/19,43450
SC47,2023/10/28,43579
SC47,2023/8/12,41237
SC47,2023/8/23,43998
SC47,2023/9/25,50878
SC47,2023/9/16,48699
SC8,2023/11/26,35500
SC8,2023/11/13,56124
SC8,2023/9/15,38936
SC8,2023/10/6,32742
SC8,2023/9/30,28148
SC8,2023/8/13,31452
SC8,2023/10/10,39283
SC8,2023/11/22,39160
SC8,2023/10/9,40003
SC8,2023/8/21,35774
SC8,2023/11/16,43219
SC8,2023/10/20,40996
SC8,2023/9/1,41064
SC8,2023/8/23,36804
SC8,2023/8/8,34315
SC8,2023/11/10,50514
SC8,2023/9/7,45573
SC8,2023/11/19,36674
SC8,2023/10/28,46289
SC8,2023/10/17,41628
SC8,2023/8/4,36149
SC8,2023/11/30,38769
SC8,2023/10/12,37973
SC8,2023/11/23,37469
SC8,2023/10/29,41422
SC8,2023/8/31,39356
SC8,2023/8/24,37737
SC8,2023/8/26,38881
SC8,2023/8/16,37239
SC8,2023/9/22,41020
SC8,2023/9/12,40295
SC8,2023/10/16,38746
SC8,2023/11/4,55326
SC8,2023/11/5,51078
SC8,2023/11/1,90566
SC8,2023/11/29,38972
SC8,2023/9/18,38882
SC8,2023/9/10,37715
SC8,2023/8/30,39018
SC8,2023/9/17,38794
SC8,2023/8/17,38442
SC8,2023/9/6,40843
SC8,2023/9/13,39794
SC8,2023/10/25,56113
SC8,2023/10/23,37649
SC8,2023/10/1,25988
SC8,2023/8/20,33934
SC8,2023/10/7,34547
SC8,2023/11/7,47844
SC8,2023/11/14,47671
SC8,2023/10/24,54150
SC8,2023/9/27,45342
SC8,2023/11/24,39089
SC8,2023/10/11,37716
SC8,2023/11/3,56926
SC8,2023/8/1,35424
SC8,2023/11/17,43531
SC8,2023/9/23,47104
SC8,2023/11/8,50339
SC8,2023/8/22,39607
SC8,2023/8/28,35202
SC8,2023/9/14,40130
SC8,2023/11/15,45233
SC8,2023/10/31,44403
SC8,2023/9/26,46361
SC8,2023/8/7,33355
SC8,2023/8/9,37743
SC8,2023/8/19,36712
SC8,2023/8/12,35964
SC8,2023/11/28,39110
SC8,2023/10/5,28822
SC8,2023/10/2,24292
SC8,2023/11/2,68683
SC8,2023/9/25,43486
SC8,2023/10/26,48415
SC8,2023/8/2,37991
SC8,2023/9/11,36114
SC8,2023/9/19,43466
SC8,2023/11/9,48713
SC8,2023/8/25,39582
SC8,2023/10/22,34968
SC8,2023/9/29,31844
SC8,2023/10/3,22773
SC8,2023/11/12,87477
SC8,2023/11/18,41268
SC8,2023/11/11,97971
SC8,2023/8/11,35610
SC8,2023/10/19,39265
SC8,2023/9/24,42113
SC8,2023/8/10,36412
SC8,2023/8/6,33965
SC8,2023/11/6,47261
SC8,2023/9/20,43651
SC8,2023/10/14,37719
SC8,2023/8/3,34293
SC8,2023/10/21,39777
SC8,2023/8/18,38259
SC8,2023/8/15,37363
SC8,2023/10/4,26244
SC8,2023/9/4,37162
SC8,2023/11/27,36116
SC8,2023/9/5,39854
SC8,2023/10/30,40632
SC8,2023/9/2,41441
SC8,2023/11/21,41143
SC8,2023/10/13,37027
SC8,2023/10/15,35611
SC8,2023/10/27,47072
SC8,2023/9/16,40688
SC8,2023/9/3,38362
SC8,2023/9/28,40429
SC8,2023/8/14,33921
SC8,2023/9/21,42331
SC8,2023/11/20,37179
SC8,2023/11/25,36901
SC8,2023/8/29,38305
SC8,2023/10/18,38033
SC8,2023/8/27,35902
SC8,2023/8/5,34863
SC8,2023/9/9,40997
SC8,2023/9/8,42719
SC8,2023/10/8,38813
SC43,2023/10/21,2700
SC43,2023/10/4,3062
SC43,2023/11/11,19520
SC43,2023/8/16,2962
SC43,2023/9/14,2835
SC43,2023/10/11,3264
SC43,2023/9/19,2918
SC43,2023/11/20,3098
SC43,2023/8/7,2738
SC43,2023/9/30,3182
SC43,2023/8/22,3709
SC43,2023/10/13,2889
SC43,2023/9/24,3529
SC43,2023/10/17,2860
SC43,2023/9/7,6649
SC43,2023/9/13,2867
SC43,2023/11/15,3150
SC43,2023/9/12,3000
SC43,2023/10/25,4355
SC43,2023/9/4,3338
SC43,2023/10/22,2693
SC43,2023/10/16,2955
SC43,2023/9/20,2898
SC43,2023/10/23,2723
SC43,2023/10/24,4127
SC43,2023/9/17,2871
SC43,2023/10/14,2696
SC43,2023/11/14,3692
SC43,2023/11/30,2975
SC43,2023/11/26,2832
SC43,2023/11/17,3113
SC43,2023/10/9,2727
SC43,2023/8/3,3131
SC43,2023/8/26,3233
SC43,2023/9/2,3314
SC43,2023/10/2,2868
SC43,2023/8/31,3114
SC43,2023/11/10,4016
SC43,2023/9/9,4025
SC43,2023/11/3,6312
SC43,2023/10/12,3194
SC43,2023/9/22,3123
SC43,2023/9/5,3195
SC43,2023/8/13,3253
SC43,2023/9/28,3577
SC43,2023/8/20,3531
SC43,2023/11/28,3014
SC43,2023/10/7,3757
SC43,2023/10/19,2661
SC43,2023/8/17,2843
SC43,2023/11/12,13808
SC43,2023/9/1,3287
SC43,2023/11/29,2676
SC43,2023/8/1,3875
SC43,2023/11/4,6853
SC43,2023/8/15,2922
SC43,2023/9/26,3221
SC43,2023/10/8,3004
SC43,2023/8/9,4961
SC43,2023/10/26,3590
SC43,2023/9/15,2805
SC43,2023/11/8,4674
SC43,2023/11/9,4101
SC43,2023/11/24,2728
SC43,2023/10/29,3007
SC43,2023/11/27,2990
SC43,2023/8/27,3277
SC43,2023/9/10,3872
SC43,2023/11/5,4943
SC43,2023/9/8,4011
SC43,2023/11/25,2928
SC43,2023/9/27,2894
SC43,2023/9/23,3036
SC43,2023/9/6,3026
SC43,2023/10/10,3540
SC43,2023/9/16,2794
SC43,2023/9/25,3275
SC43,2023/11/18,3125
SC43,2023/10/5,3276
SC43,2023/11/6,4707
SC43,2023/8/14,3091
SC43,2023/11/13,5728
SC43,2023/10/28,3180
SC43,2023/10/15,2895
SC43,2023/10/1,2950
SC43,2023/8/21,4183
SC43,2023/8/8,2481
SC43,2023/8/18,4243
SC43,2023/8/23,3381
SC43,2023/9/29,3026
SC43,2023/8/30,3320
SC43,2023/10/18,2713
SC43,2023/8/10,4898
SC43,2023/8/29,3479
SC43,2023/11/7,4748
SC43,2023/9/21,3619
SC43,2023/9/18,2973
SC43,2023/11/22,3525
SC43,2023/8/4,2848
SC43,2023/10/6,3595
SC43,2023/11/23,2657
SC43,2023/10/3,2935
SC43,2023/11/21,2828
SC43,2023/9/3,3373
SC43,2023/8/25,3382
SC43,2023/9/11,3049
SC43,2023/8/2,3826
SC43,2023/11/1,27478
SC43,2023/8/24,3263
SC43,2023/8/6,2754
SC43,2023/10/27,3680
SC43,2023/8/12,4124
SC43,2023/10/30,3048
SC43,2023/8/28,3488
SC43,2023/11/16,3115
SC43,2023/11/19,3160
SC43,2023/11/2,10008
SC43,2023/8/19,3565
SC43,2023/10/31,3870
SC43,2023/8/11,4323
SC43,2023/8/5,2735
SC43,2023/10/20,3026
SC52,2023/10/28,5174
SC52,2023/9/19,3731
SC52,2023/11/5,4315
SC52,2023/11/11,17103
SC52,2023/8/14,2582
SC52,2023/8/10,2754
SC52,2023/9/9,4294
SC52,2023/8/23,2814
SC52,2023/8/20,2461
SC52,2023/9/15,4703
SC52,2023/8/9,2582
SC52,2023/10/26,3553
SC52,2023/10/7,2987
SC52,2023/10/9,2724
SC52,2023/9/12,3137
SC52,2023/11/26,2789
SC52,2023/8/25,4883
SC52,2023/9/10,2732
SC52,2023/9/21,3700
SC52,2023/10/30,3080
SC52,2023/8/5,3781
SC52,2023/10/23,3992
SC52,2023/10/29,3843
SC52,2023/11/1,14469
SC52,2023/8/15,2930
SC52,2023/10/21,3550
SC52,2023/8/2,3253
SC52,2023/8/26,3887
SC52,2023/8/7,2696
SC52,2023/11/16,3796
SC52,2023/11/19,2748
SC52,2023/11/28,3052
SC52,2023/8/13,2477
SC52,2023/8/6,3074
SC52,2023/10/4,1989
SC52,2023/11/9,4983
SC52,2023/9/23,4621
SC52,2023/8/28,2887
SC52,2023/10/12,2903
SC52,2023/8/11,3458
SC52,2023/8/12,3417
SC52,2023/8/4,3989
SC52,2023/9/17,3116
SC52,2023/9/1,5581
SC52,2023/10/5,2326
SC52,2023/11/15,3547
SC52,2023/10/24,8476
SC52,2023/9/7,4493
SC52,2023/9/13,3301
SC52,2023/8/24,3830
SC52,2023/10/19,3426
SC52,2023/11/13,10256
SC52,2023/10/13,4017
SC52,2023/8/29,3323
SC52,2023/11/3,5820
SC52,2023/9/6,3485
SC52,2023/9/26,3827
SC52,2023/8/17,2997
SC52,2023/11/20,2886
SC52,2023/11/14,3856
SC52,2023/9/28,3914
SC52,2023/9/27,4008
SC52,2023/9/30,2514
SC52,2023/11/4,6177
SC52,2023/9/22,4033
SC52,2023/8/21,2576
SC52,2023/9/4,2916
SC52,2023/10/27,6859
SC52,2023/11/7,5121
SC52,2023/11/2,9649
SC52,2023/9/3,3174
SC52,2023/9/5,3081
SC52,2023/11/22,2979
SC52,2023/10/6,2577
SC52,2023/11/17,4571
SC52,2023/10/8,2836
