分拣中心,日期,货量
SC43,2024/12/17,2827
SC43,2024/12/18,2869
SC43,2024/12/19,2889
SC43,2024/12/20,2807
SC43,2024/12/21,4453
SC43,2024/12/22,4489
SC43,2024/12/23,2947
SC43,2024/12/24,2828
SC43,2024/12/25,2919
SC43,2024/12/26,2833
SC43,2024/12/27,2827
SC43,2024/12/28,2869
SC43,2024/12/29,2889
SC43,2024/12/30,2807
SC44,2024/12/1,26475
SC44,2024/12/2,17412
SC44,2024/12/3,16722
SC44,2024/12/4,16987
SC44,2024/12/5,17039
SC44,2024/12/6,16443
SC44,2024/12/7,16166
SC44,2024/12/8,16022
SC44,2024/12/9,15905
SC44,2024/12/10,16599
SC44,2024/12/11,26475
SC44,2024/12/12,17412
SC44,2024/12/13,16722
SC44,2024/12/14,16987
SC44,2024/12/15,17039
SC44,2024/12/16,16443
SC44,2024/12/17,16166
SC44,2024/12/18,16022
SC44,2024/12/19,15905
SC44,2024/12/20,16599
SC44,2024/12/21,23989
SC44,2024/12/22,26475
SC44,2024/12/23,16722
SC44,2024/12/24,16987
SC44,2024/12/25,17039
SC44,2024/12/26,16443
SC44,2024/12/27,16166
SC44,2024/12/28,16022
SC44,2024/12/29,15905
SC44,2024/12/30,16599
SC46,2024/12/1,7735
SC46,2024/12/2,2400
SC46,2024/12/3,2469
SC46,2024/12/4,2423
SC46,2024/12/5,2476
SC46,2024/12/6,2428
SC46,2024/12/7,2421
SC46,2024/12/8,2438
SC46,2024/12/9,2475
SC46,2024/12/10,2563
SC46,2024/12/11,7735
SC46,2024/12/12,2400
SC46,2024/12/13,2469
SC46,2024/12/14,2423
SC46,2024/12/15,2476
SC46,2024/12/16,2428
SC46,2024/12/17,2421
SC46,2024/12/18,2438
SC46,2024/12/19,2475
SC46,2024/12/20,2563
SC46,2024/12/21,7735
SC46,2024/12/22,7735
SC46,2024/12/23,2469
SC46,2024/12/24,2423
SC46,2024/12/25,2476
SC46,2024/12/26,2428
SC46,2024/12/27,2421
SC46,2024/12/28,2438
SC46,2024/12/29,2475
SC46,2024/12/30,2563
SC47,2024/12/1,70027
SC47,2024/12/2,47734
SC47,2024/12/3,48564
SC47,2024/12/4,47904
SC47,2024/12/5,47420
SC47,2024/12/6,46585
SC47,2024/12/7,46207
SC47,2024/12/8,45491
SC47,2024/12/9,45769
SC47,2024/12/10,46315
SC47,2024/12/11,70027
SC47,2024/12/12,47734
SC47,2024/12/13,48564
SC47,2024/12/14,47904
SC47,2024/12/15,47420
SC47,2024/12/16,46585
SC47,2024/12/17,46207
SC47,2024/12/18,45491
SC47,2024/12/19,45769
SC47,2024/12/20,46315
SC47,2024/12/21,70027
SC47,2024/12/22,70027
SC47,2024/12/23,48564
SC47,2024/12/24,47904
SC47,2024/12/25,47420
SC47,2024/12/26,46585
SC47,2024/12/27,46207
SC47,2024/12/28,45491
SC47,2024/12/29,45769
SC47,2024/12/30,46315
SC48,2024/12/1,590
SC48,2024/12/2,285
SC48,2024/12/3,289
SC48,2024/12/4,307
SC48,2024/12/5,299
SC48,2024/12/6,300
SC48,2024/12/7,294
SC48,2024/12/8,275
SC48,2024/12/9,262
SC48,2024/12/10,262
SC48,2024/12/11,590
SC48,2024/12/12,285
SC48,2024/12/13,289
SC48,2024/12/14,307
SC48,2024/12/15,299
SC48,2024/12/16,300
SC48,2024/12/17,294
SC48,2024/12/18,275
SC48,2024/12/19,262
SC48,2024/12/20,262
SC48,2024/12/21,590
SC48,2024/12/22,590
SC48,2024/12/23,289
SC48,2024/12/24,307
SC48,2024/12/25,299
SC48,2024/12/26,300
SC48,2024/12/27,294
SC48,2024/12/28,275
SC48,2024/12/29,262
SC48,2024/12/30,262
SC49,2024/12/1,11067
SC49,2024/12/2,6760
SC49,2024/12/3,6486
SC49,2024/12/4,6542
SC49,2024/12/5,6718
SC49,2024/12/6,6574
SC49,2024/12/7,6453
SC49,2024/12/8,6392
SC49,2024/12/9,6480
SC49,2024/12/10,6377
SC49,2024/12/11,11067
SC49,2024/12/12,6760
SC49,2024/12/13,6486
SC49,2024/12/14,6542
SC49,2024/12/15,6718
SC49,2024/12/16,6574
SC49,2024/12/17,6453
SC49,2024/12/18,6392
SC49,2024/12/19,6480
SC49,2024/12/20,6377
SC49,2024/12/21,11067
SC49,2024/12/22,11067
SC49,2024/12/23,6486
SC49,2024/12/24,6542
SC49,2024/12/25,6718
SC49,2024/12/26,6574
SC49,2024/12/27,6453
SC49,2024/12/28,6392
SC49,2024/12/29,6480
SC49,2024/12/30,6377
SC5,2024/12/1,34472
SC5,2024/12/2,23864
SC5,2024/12/3,24422
SC5,2024/12/4,24128
SC5,2024/12/5,23855
SC5,2024/12/6,23683
SC5,2024/12/7,23131
SC5,2024/12/8,23026
SC5,2024/12/9,22867
SC5,2024/12/10,22561
SC5,2024/12/11,34472
SC5,2024/12/12,23864
SC5,2024/12/13,24422
SC5,2024/12/14,24128
SC5,2024/12/15,23855
SC5,2024/12/16,23683
SC5,2024/12/17,23131
SC5,2024/12/18,23026
SC5,2024/12/19,22867
SC5,2024/12/20,22561
SC5,2024/12/21,34472
SC5,2024/12/22,34472
SC5,2024/12/23,24422
SC5,2024/12/24,24128
SC5,2024/12/25,23855
SC5,2024/12/26,23683
SC5,2024/12/27,23131
SC5,2024/12/28,23026
SC5,2024/12/29,22867
SC5,2024/12/30,22561
SC51,2024/12/1,17925
SC51,2024/12/2,11799
SC51,2024/12/3,11940
SC51,2024/12/4,11321
SC51,2024/12/5,11396
SC51,2024/12/6,11409
SC51,2024/12/7,11218
SC51,2024/12/8,11212
SC51,2024/12/9,11361
SC51,2024/12/10,11610
SC51,2024/12/11,17925
SC51,2024/12/12,11799
SC51,2024/12/13,11940
SC51,2024/12/14,11321
SC51,2024/12/15,11396
SC51,2024/12/16,11409
SC51,2024/12/17,11218
SC51,2024/12/18,11212
SC51,2024/12/19,11361
SC51,2024/12/20,11610
SC51,2024/12/21,17925
SC51,2024/12/22,17925
SC51,2024/12/23,11940
SC51,2024/12/24,11321
SC51,2024/12/25,11396
SC51,2024/12/26,11409
SC51,2024/12/27,11218
SC51,2024/12/28,11212
SC51,2024/12/29,11361
SC51,2024/12/30,11610
SC52,2024/12/1,7985
SC52,2024/12/2,2758
SC52,2024/12/3,2946
SC52,2024/12/4,2904
SC52,2024/12/5,2922
SC52,2024/12/6,2685
SC52,2024/12/7,2417
SC52,2024/12/8,2410
SC52,2024/12/9,2600
SC52,2024/12/10,2710
SC52,2024/12/11,7985
SC52,2024/12/12,2758
SC52,2024/12/13,2946
SC52,2024/12/14,2904
SC52,2024/12/15,2922
SC52,2024/12/16,2685
SC52,2024/12/17,2417
SC52,2024/12/18,2410
SC52,2024/12/19,2600
SC52,2024/12/20,2710
SC52,2024/12/21,7985
SC52,2024/12/22,7985
SC52,2024/12/23,2946
SC52,2024/12/24,2904
SC52,2024/12/25,2922
SC52,2024/12/26,2685
SC52,2024/12/27,2417
SC52,2024/12/28,2410
SC52,2024/12/29,2600
SC52,2024/12/30,2710
SC53,2024/12/1,52576
SC53,2024/12/2,34220
SC53,2024/12/3,33158
SC53,2024/12/4,32017
SC53,2024/12/5,31911
SC53,2024/12/6,32348
SC53,2024/12/7,32188
SC53,2024/12/8,32187
SC53,2024/12/9,32578
SC53,2024/12/10,32241
SC53,2024/12/11,52576
SC53,2024/12/12,34220
SC53,2024/12/13,33158
SC53,2024/12/14,32017
SC53,2024/12/15,31911
SC53,2024/12/16,32348
SC53,2024/12/17,32188
SC53,2024/12/18,32187
SC53,2024/12/19,32578
SC53,2024/12/20,32241
SC53,2024/12/21,52576
SC53,2024/12/22,52576
SC53,2024/12/23,33158
SC53,2024/12/24,32017
SC53,2024/12/25,31911
SC53,2024/12/26,32348
SC53,2024/12/27,32188
SC53,2024/12/28,32187
SC53,2024/12/29,32578
SC53,2024/12/30,32241
SC54,2024/12/1,20306
SC54,2024/12/2,8857
SC54,2024/12/3,8539
SC54,2024/12/4,8146
SC54,2024/12/5,8366
SC54,2024/12/6,8267
SC54,2024/12/7,7978
SC54,2024/12/8,8218
SC54,2024/12/9,8233
SC54,2024/12/10,8113
SC54,2024/12/11,20306
SC54,2024/12/12,8857
SC54,2024/12/13,8539
SC54,2024/12/14,8146
SC54,2024/12/15,8366
SC54,2024/12/16,8267
SC54,2024/12/17,7978
SC54,2024/12/18,8218
SC54,2024/12/19,8233
SC54,2024/12/20,8113
SC54,2024/12/21,20306
SC54,2024/12/22,20306
SC54,2024/12/23,8539
SC54,2024/12/24,8146
SC54,2024/12/25,8366
SC54,2024/12/26,8267
SC54,2024/12/27,7978
SC54,2024/12/28,8218
SC54,2024/12/29,8233
SC54,2024/12/30,8113
SC55,2024/12/1,4711
SC55,2024/12/2,3169
SC55,2024/12/3,3102
SC55,2024/12/4,3025
SC55,2024/12/5,2976
SC55,2024/12/6,2917
SC55,2024/12/7,2845
SC55,2024/12/8,2802
SC55,2024/12/9,2824
SC55,2024/12/10,2814
SC55,2024/12/11,4711
SC55,2024/12/12,3169
SC55,2024/12/13,3102
SC55,2024/12/14,3025
SC55,2024/12/15,2976
SC55,2024/12/16,2917
SC55,2024/12/17,2845
SC55,2024/12/18,2802
SC55,2024/12/19,2824
SC55,2024/12/20,2814
SC55,2024/12/21,4711
SC55,2024/12/22,4711
SC55,2024/12/23,3102
SC55,2024/12/24,3025
SC55,2024/12/25,2976
SC55,2024/12/26,2917
SC55,2024/12/27,2845
SC55,2024/12/28,2802
SC55,2024/12/29,2824
SC55,2024/12/30,2814
SC56,2024/12/1,7877
SC56,2024/12/2,1204
SC56,2024/12/3,1190
SC56,2024/12/4,1218
SC56,2024/12/5,1221
SC56,2024/12/6,1237
SC56,2024/12/7,1192
SC56,2024/12/8,1227
SC56,2024/12/9,1245
SC56,2024/12/10,1241
SC56,2024/12/11,7877
SC56,2024/12/12,1204
SC56,2024/12/13,1190
SC56,2024/12/14,1218
SC56,2024/12/15,1221
SC56,2024/12/16,1237
SC56,2024/12/17,1192
SC56,2024/12/18,1227
SC56,2024/12/19,1245
SC56,2024/12/20,1241
SC56,2024/12/21,7877
SC56,2024/12/22,7877
SC56,2024/12/23,1190
SC56,2024/12/24,1218
SC56,2024/12/25,1221
SC56,2024/12/26,1237
SC56,2024/12/27,1192
SC56,2024/12/28,1227
SC56,2024/12/29,1245
SC56,2024/12/30,1241
SC57,2024/12/1,20175
SC57,2024/12/2,9779
SC57,2024/12/3,9712
SC57,2024/12/4,9800
SC57,2024/12/5,9675
SC57,2024/12/6,9738
SC57,2024/12/7,9689
SC57,2024/12/8,9643
SC57,2024/12/9,9738
SC57,2024/12/10,9830
SC57,2024/12/11,20175
SC57,2024/12/12,9779
SC57,2024/12/13,9712
SC57,2024/12/14,9800
SC57,2024/12/15,9675
SC57,2024/12/16,9738
SC57,2024/12/17,9689
SC57,2024/12/18,9643
SC57,2024/12/19,9738
SC57,2024/12/20,9830
SC57,2024/12/21,20175
SC57,2024/12/22,20175
SC57,2024/12/23,9712
SC57,2024/12/24,9800
SC57,2024/12/25,9675
SC57,2024/12/26,9738
SC57,2024/12/27,9689
SC57,2024/12/28,9643
SC57,2024/12/29,9738
SC57,2024/12/30,9830
SC58,2024/12/1,1607
SC58,2024/12/2,475
SC58,2024/12/3,445
SC58,2024/12/4,459
SC58,2024/12/5,506
SC58,2024/12/6,520
SC58,2024/12/7,523
SC58,2024/12/8,532
SC58,2024/12/9,493
SC58,2024/12/10,474
SC58,2024/12/11,1607
SC58,2024/12/12,475
SC58,2024/12/13,445
SC58,2024/12/14,459
SC58,2024/12/15,506
SC58,2024/12/16,520
SC58,2024/12/17,523
SC58,2024/12/18,532
SC58,2024/12/19,493
SC58,2024/12/20,474
SC58,2024/12/21,1607
SC58,2024/12/22,1607
SC58,2024/12/23,445
SC58,2024/12/24,459
SC58,2024/12/25,506
SC58,2024/12/26,520
SC58,2024/12/27,523
SC58,2024/12/28,532
SC58,2024/12/29,493
SC58,2024/12/30,474
SC6,2024/12/1,32428
SC6,2024/12/2,29095
SC6,2024/12/3,28936
SC6,2024/12/4,28569
SC6,2024/12/5,28939
SC6,2024/12/6,29034
SC6,2024/12/7,28423
SC6,2024/12/8,28153
SC6,2024/12/9,28686
SC6,2024/12/10,29166
SC6,2024/12/11,32428
SC6,2024/12/12,29095
SC6,2024/12/13,28936
SC6,2024/12/14,28569
SC6,2024/12/15,28939
SC6,2024/12/16,29034
SC6,2024/12/17,28423
SC6,2024/12/18,28153
SC6,2024/12/19,28686
SC6,2024/12/20,29166
SC6,2024/12/21,32428
SC6,2024/12/22,32428
SC6,2024/12/23,28936
SC6,2024/12/24,28569
SC6,2024/12/25,28939
SC6,2024/12/26,29034
SC6,2024/12/27,28423
SC6,2024/12/28,28153
SC6,2024/12/29,28686
SC6,2024/12/30,29166
SC60,2024/12/1,99713
SC60,2024/12/2,62574
SC60,2024/12/3,65739
SC60,2024/12/4,69325
SC60,2024/12/5,68615
SC60,2024/12/6,66838
SC60,2024/12/7,65054
SC60,2024/12/8,64037
SC60,2024/12/9,63004
SC60,2024/12/10,62997
SC60,2024/12/11,99713
SC60,2024/12/12,62574
SC60,2024/12/13,65739
SC60,2024/12/14,69325
SC60,2024/12/15,68615
SC60,2024/12/16,66838
SC60,2024/12/17,65054
SC60,2024/12/18,64037
SC60,2024/12/19,63004
SC60,2024/12/20,62997
SC60,2024/12/21,99713
SC60,2024/12/22,99713
SC60,2024/12/23,65739
SC60,2024/12/24,69325
SC60,2024/12/25,68615
SC60,2024/12/26,66838
SC60,2024/12/27,65054
SC60,2024/12/28,64037
SC60,2024/12/29,63004
SC60,2024/12/30,62997
SC61,2024/12/1,1118
SC61,2024/12/2,522
SC61,2024/12/3,524
SC61,2024/12/4,529
SC61,2024/12/5,473
SC61,2024/12/6,456
SC61,2024/12/7,459
SC61,2024/12/8,463
SC61,2024/12/9,509
SC61,2024/12/10,489
SC61,2024/12/11,1118
SC61,2024/12/12,522
SC61,2024/12/13,524
SC61,2024/12/14,529
SC61,2024/12/15,473
SC61,2024/12/16,456
SC61,2024/12/17,459
SC61,2024/12/18,463
SC61,2024/12/19,509
SC61,2024/12/20,489
SC61,2024/12/21,1118
SC61,2024/12/22,1118
SC61,2024/12/23,524
SC61,2024/12/24,529
SC61,2024/12/25,473
SC61,2024/12/26,456
SC61,2024/12/27,459
SC61,2024/12/28,463
SC61,2024/12/29,509
SC61,2024/12/30,489
SC63,2024/12/1,3699
SC63,2024/12/2,1844
SC63,2024/12/3,1823
SC63,2024/12/4,1900
SC63,2024/12/5,1976
SC63,2024/12/6,1837
SC63,2024/12/7,1788
SC63,2024/12/8,1845
SC63,2024/12/9,1934
SC63,2024/12/10,2098
SC63,2024/12/11,3699
SC63,2024/12/12,1844
SC63,2024/12/13,1823
SC63,2024/12/14,1900
SC63,2024/12/15,1976
SC63,2024/12/16,1837
SC63,2024/12/17,1788
SC63,2024/12/18,1845
SC63,2024/12/19,1934
SC63,2024/12/20,2098
SC63,2024/12/21,3699
SC63,2024/12/22,3699
SC63,2024/12/23,1823
SC63,2024/12/24,1900
SC63,2024/12/25,1976
SC63,2024/12/26,1837
SC63,2024/12/27,1788
SC63,2024/12/28,1845
SC63,2024/12/29,1934
SC63,2024/12/30,2098
SC66,2024/12/1,1848
SC66,2024/12/2,577
SC66,2024/12/3,590
SC66,2024/12/4,600
SC66,2024/12/5,598
SC66,2024/12/6,602
SC66,2024/12/7,602
SC66,2024/12/8,601
SC66,2024/12/9,601
SC66,2024/12/10,606
SC66,2024/12/11,1848
SC66,2024/12/12,577
SC66,2024/12/13,590
SC66,2024/12/14,600
SC66,2024/12/15,598
SC66,2024/12/16,602
SC66,2024/12/17,602
SC66,2024/12/18,601
SC66,2024/12/19,601
SC66,2024/12/20,606
SC66,2024/12/21,1848
SC66,2024/12/22,1848
SC66,2024/12/23,590
SC66,2024/12/24,600
SC66,2024/12/25,598
SC66,2024/12/26,602
SC66,2024/12/27,602
SC66,2024/12/28,601
SC66,2024/12/29,601
SC66,2024/12/30,606
SC68,2024/12/1,1370
SC68,2024/12/2,1089
SC68,2024/12/3,1112
SC68,2024/12/4,1128
SC68,2024/12/5,1150
SC68,2024/12/6,1141
SC68,2024/12/7,1110
SC68,2024/12/8,1123
SC68,2024/12/9,1148
SC68,2024/12/10,1119
SC68,2024/12/11,1370
SC68,2024/12/12,1089
SC68,2024/12/13,1112
SC68,2024/12/14,1128
SC68,2024/12/15,1150
SC68,2024/12/16,1141
SC68,2024/12/17,1110
SC68,2024/12/18,1123
SC68,2024/12/19,1148
SC68,2024/12/20,1119
SC68,2024/12/21,1370
SC68,2024/12/22,1370
SC68,2024/12/23,1112
SC68,2024/12/24,1128
SC68,2024/12/25,1150
SC68,2024/12/26,1141
SC68,2024/12/27,1110
SC68,2024/12/28,1123
SC68,2024/12/29,1148
SC68,2024/12/30,1119
SC7,2024/12/1,33710
SC7,2024/12/2,38258
SC7,2024/12/3,37136
SC7,2024/12/4,35329
SC7,2024/12/5,35624
SC7,2024/12/6,35920
SC7,2024/12/7,35418
SC7,2024/12/8,34938
SC7,2024/12/9,35252
SC7,2024/12/10,36752
SC7,2024/12/11,33710
SC7,2024/12/12,38258
SC7,2024/12/13,37136
SC7,2024/12/14,35329
SC7,2024/12/15,35624
SC7,2024/12/16,35920
SC7,2024/12/17,35418
SC7,2024/12/18,34938
SC7,2024/12/19,35252
SC7,2024/12/20,36752
SC7,2024/12/21,33710
SC7,2024/12/22,33710
SC7,2024/12/23,37136
SC7,2024/12/24,35329
SC7,2024/12/25,35624
SC7,2024/12/26,35920
SC7,2024/12/27,35418
SC7,2024/12/28,34938
SC7,2024/12/29,35252
SC7,2024/12/30,36752
SC8,2024/12/1,44612
SC8,2024/12/2,41869
SC8,2024/12/3,39667
SC8,2024/12/4,39985
SC8,2024/12/5,40711
SC8,2024/12/6,38752
SC8,2024/12/7,37775
SC8,2024/12/8,38877
SC8,2024/12/9,39715
SC8,2024/12/10,39365
SC8,2024/12/11,44612
SC8,2024/12/12,41869
SC8,2024/12/13,39667
SC8,2024/12/14,39985
SC8,2024/12/15,40711
SC8,2024/12/16,38752
SC8,2024/12/17,37775
SC8,2024/12/18,38877
SC8,2024/12/19,39715
SC8,2024/12/20,39365
SC8,2024/12/21,44612
SC8,2024/12/22,44612
SC8,2024/12/23,39667
SC8,2024/12/24,39985
SC8,2024/12/25,40711
SC8,2024/12/26,38752
SC8,2024/12/27,37775
SC8,2024/12/28,38877
SC8,2024/12/29,39715
SC8,2024/12/30,39365
SC9,2024/12/1,40850
SC9,2024/12/2,27548
SC9,2024/12/3,27296
SC9,2024/12/4,26956
SC9,2024/12/5,27106
SC9,2024/12/6,26798
SC9,2024/12/7,26859
SC9,2024/12/8,26700
SC9,2024/12/9,26655
SC9,2024/12/10,26726
SC9,2024/12/11,40850
SC9,2024/12/12,27548
SC9,2024/12/13,27296
SC9,2024/12/14,26956
SC9,2024/12/15,27106
SC9,2024/12/16,26798
SC9,2024/12/17,26859
SC9,2024/12/18,26700
SC9,2024/12/19,26655
SC9,2024/12/20,26726
SC9,2024/12/21,40850
SC9,2024/12/22,40850
SC9,2024/12/23,27296
SC9,2024/12/24,26956
SC9,2024/12/25,27106
SC9,2024/12/26,26798
SC9,2024/12/27,26859
SC9,2024/12/28,26700
SC9,2024/12/29,26655
SC9,2024/12/30,26726
