分拣中心,日期,货量
SC43,2024/12/17,2909
SC43,2024/12/18,2951
SC43,2024/12/19,2971
SC43,2024/12/20,2889
SC43,2024/12/21,4535
SC43,2024/12/22,4571
SC43,2024/12/23,3029
SC43,2024/12/24,2910
SC43,2024/12/25,3001
SC43,2024/12/26,2915
SC43,2024/12/27,2909
SC43,2024/12/28,2951
SC43,2024/12/29,2971
SC43,2024/12/30,2889
SC44,2024/12/1,26286
SC44,2024/12/2,17223
SC44,2024/12/3,16533
SC44,2024/12/4,16798
SC44,2024/12/5,16850
SC44,2024/12/6,16254
SC44,2024/12/7,15977
SC44,2024/12/8,15833
SC44,2024/12/9,15716
SC44,2024/12/10,16410
SC44,2024/12/11,26286
SC44,2024/12/12,17223
SC44,2024/12/13,16533
SC44,2024/12/14,16798
SC44,2024/12/15,16850
SC44,2024/12/16,16254
SC44,2024/12/17,15977
SC44,2024/12/18,15833
SC44,2024/12/19,15716
SC44,2024/12/20,16410
SC44,2024/12/21,23800
SC44,2024/12/22,26286
SC44,2024/12/23,16533
SC44,2024/12/24,16798
SC44,2024/12/25,16850
SC44,2024/12/26,16254
SC44,2024/12/27,15977
SC44,2024/12/28,15833
SC44,2024/12/29,15716
SC44,2024/12/30,16410
SC46,2024/12/1,7735
SC46,2024/12/2,2400
SC46,2024/12/3,2469
SC46,2024/12/4,2423
SC46,2024/12/5,2476
SC46,2024/12/6,2428
SC46,2024/12/7,2421
SC46,2024/12/8,2438
SC46,2024/12/9,2475
SC46,2024/12/10,2563
SC46,2024/12/11,7735
SC46,2024/12/12,2400
SC46,2024/12/13,2469
SC46,2024/12/14,2423
SC46,2024/12/15,2476
SC46,2024/12/16,2428
SC46,2024/12/17,2421
SC46,2024/12/18,2438
SC46,2024/12/19,2475
SC46,2024/12/20,2563
SC46,2024/12/21,7735
SC46,2024/12/22,7735
SC46,2024/12/23,2469
SC46,2024/12/24,2423
SC46,2024/12/25,2476
SC46,2024/12/26,2428
SC46,2024/12/27,2421
SC46,2024/12/28,2438
SC46,2024/12/29,2475
SC46,2024/12/30,2563
SC47,2024/12/1,69780
SC47,2024/12/2,47487
SC47,2024/12/3,48317
SC47,2024/12/4,47657
SC47,2024/12/5,47173
SC47,2024/12/6,46338
SC47,2024/12/7,45960
SC47,2024/12/8,45244
SC47,2024/12/9,45522
SC47,2024/12/10,46068
SC47,2024/12/11,69780
SC47,2024/12/12,47487
SC47,2024/12/13,48317
SC47,2024/12/14,47657
SC47,2024/12/15,47173
SC47,2024/12/16,46338
SC47,2024/12/17,45960
SC47,2024/12/18,45244
SC47,2024/12/19,45522
SC47,2024/12/20,46068
SC47,2024/12/21,69780
SC47,2024/12/22,69780
SC47,2024/12/23,48317
SC47,2024/12/24,47657
SC47,2024/12/25,47173
SC47,2024/12/26,46338
SC47,2024/12/27,45960
SC47,2024/12/28,45244
SC47,2024/12/29,45522
SC47,2024/12/30,46068
SC48,2024/12/1,677
SC48,2024/12/2,372
SC48,2024/12/3,376
SC48,2024/12/4,394
SC48,2024/12/5,386
SC48,2024/12/6,387
SC48,2024/12/7,381
SC48,2024/12/8,362
SC48,2024/12/9,349
SC48,2024/12/10,349
SC48,2024/12/11,677
SC48,2024/12/12,372
SC48,2024/12/13,376
SC48,2024/12/14,394
SC48,2024/12/15,386
SC48,2024/12/16,387
SC48,2024/12/17,381
SC48,2024/12/18,362
SC48,2024/12/19,349
SC48,2024/12/20,349
SC48,2024/12/21,677
SC48,2024/12/22,677
SC48,2024/12/23,376
SC48,2024/12/24,394
SC48,2024/12/25,386
SC48,2024/12/26,387
SC48,2024/12/27,381
SC48,2024/12/28,362
SC48,2024/12/29,349
SC48,2024/12/30,349
SC49,2024/12/1,11067
SC49,2024/12/2,6760
SC49,2024/12/3,6486
SC49,2024/12/4,6542
SC49,2024/12/5,6718
SC49,2024/12/6,6574
SC49,2024/12/7,6453
SC49,2024/12/8,6392
SC49,2024/12/9,6480
SC49,2024/12/10,6377
SC49,2024/12/11,11067
SC49,2024/12/12,6760
SC49,2024/12/13,6486
SC49,2024/12/14,6542
SC49,2024/12/15,6718
SC49,2024/12/16,6574
SC49,2024/12/17,6453
SC49,2024/12/18,6392
SC49,2024/12/19,6480
SC49,2024/12/20,6377
SC49,2024/12/21,11067
SC49,2024/12/22,11067
SC49,2024/12/23,6486
SC49,2024/12/24,6542
SC49,2024/12/25,6718
SC49,2024/12/26,6574
SC49,2024/12/27,6453
SC49,2024/12/28,6392
SC49,2024/12/29,6480
SC49,2024/12/30,6377
SC5,2024/12/1,34393
SC5,2024/12/2,23785
SC5,2024/12/3,24343
SC5,2024/12/4,24049
SC5,2024/12/5,23776
SC5,2024/12/6,23604
SC5,2024/12/7,23052
SC5,2024/12/8,22947
SC5,2024/12/9,22788
SC5,2024/12/10,22482
SC5,2024/12/11,34393
SC5,2024/12/12,23785
SC5,2024/12/13,24343
SC5,2024/12/14,24049
SC5,2024/12/15,23776
SC5,2024/12/16,23604
SC5,2024/12/17,23052
SC5,2024/12/18,22947
SC5,2024/12/19,22788
SC5,2024/12/20,22482
SC5,2024/12/21,34393
SC5,2024/12/22,34393
SC5,2024/12/23,24343
SC5,2024/12/24,24049
SC5,2024/12/25,23776
SC5,2024/12/26,23604
SC5,2024/12/27,23052
SC5,2024/12/28,22947
SC5,2024/12/29,22788
SC5,2024/12/30,22482
SC51,2024/12/1,17923
SC51,2024/12/2,11797
SC51,2024/12/3,11938
SC51,2024/12/4,11319
SC51,2024/12/5,11394
SC51,2024/12/6,11407
SC51,2024/12/7,11216
SC51,2024/12/8,11210
SC51,2024/12/9,11359
SC51,2024/12/10,11608
SC51,2024/12/11,17923
SC51,2024/12/12,11797
SC51,2024/12/13,11938
SC51,2024/12/14,11319
SC51,2024/12/15,11394
SC51,2024/12/16,11407
SC51,2024/12/17,11216
SC51,2024/12/18,11210
SC51,2024/12/19,11359
SC51,2024/12/20,11608
SC51,2024/12/21,17923
SC51,2024/12/22,17923
SC51,2024/12/23,11938
SC51,2024/12/24,11319
SC51,2024/12/25,11394
SC51,2024/12/26,11407
SC51,2024/12/27,11216
SC51,2024/12/28,11210
SC51,2024/12/29,11359
SC51,2024/12/30,11608
SC52,2024/12/1,8052
SC52,2024/12/2,2825
SC52,2024/12/3,3013
SC52,2024/12/4,2971
SC52,2024/12/5,2989
SC52,2024/12/6,2752
SC52,2024/12/7,2484
SC52,2024/12/8,2477
SC52,2024/12/9,2667
SC52,2024/12/10,2777
SC52,2024/12/11,8052
SC52,2024/12/12,2825
SC52,2024/12/13,3013
SC52,2024/12/14,2971
SC52,2024/12/15,2989
SC52,2024/12/16,2752
SC52,2024/12/17,2484
SC52,2024/12/18,2477
SC52,2024/12/19,2667
SC52,2024/12/20,2777
SC52,2024/12/21,8052
SC52,2024/12/22,8052
SC52,2024/12/23,3013
SC52,2024/12/24,2971
SC52,2024/12/25,2989
SC52,2024/12/26,2752
SC52,2024/12/27,2484
SC52,2024/12/28,2477
SC52,2024/12/29,2667
SC52,2024/12/30,2777
SC53,2024/12/1,52658
SC53,2024/12/2,34302
SC53,2024/12/3,33240
SC53,2024/12/4,32099
SC53,2024/12/5,31993
SC53,2024/12/6,32430
SC53,2024/12/7,32270
SC53,2024/12/8,32269
SC53,2024/12/9,32660
SC53,2024/12/10,32323
SC53,2024/12/11,52658
SC53,2024/12/12,34302
SC53,2024/12/13,33240
SC53,2024/12/14,32099
SC53,2024/12/15,31993
SC53,2024/12/16,32430
SC53,2024/12/17,32270
SC53,2024/12/18,32269
SC53,2024/12/19,32660
SC53,2024/12/20,32323
SC53,2024/12/21,52658
SC53,2024/12/22,52658
SC53,2024/12/23,33240
SC53,2024/12/24,32099
SC53,2024/12/25,31993
SC53,2024/12/26,32430
SC53,2024/12/27,32270
SC53,2024/12/28,32269
SC53,2024/12/29,32660
SC53,2024/12/30,32323
SC54,2024/12/1,20406
SC54,2024/12/2,8957
SC54,2024/12/3,8639
SC54,2024/12/4,8246
SC54,2024/12/5,8466
SC54,2024/12/6,8367
SC54,2024/12/7,8078
SC54,2024/12/8,8318
SC54,2024/12/9,8333
SC54,2024/12/10,8213
SC54,2024/12/11,20406
SC54,2024/12/12,8957
SC54,2024/12/13,8639
SC54,2024/12/14,8246
SC54,2024/12/15,8466
SC54,2024/12/16,8367
SC54,2024/12/17,8078
SC54,2024/12/18,8318
SC54,2024/12/19,8333
SC54,2024/12/20,8213
SC54,2024/12/21,20406
SC54,2024/12/22,20406
SC54,2024/12/23,8639
SC54,2024/12/24,8246
SC54,2024/12/25,8466
SC54,2024/12/26,8367
SC54,2024/12/27,8078
SC54,2024/12/28,8318
SC54,2024/12/29,8333
SC54,2024/12/30,8213
SC55,2024/12/1,4820
SC55,2024/12/2,3278
SC55,2024/12/3,3211
SC55,2024/12/4,3134
SC55,2024/12/5,3085
SC55,2024/12/6,3026
SC55,2024/12/7,2954
SC55,2024/12/8,2911
SC55,2024/12/9,2933
SC55,2024/12/10,2923
SC55,2024/12/11,4820
SC55,2024/12/12,3278
SC55,2024/12/13,3211
SC55,2024/12/14,3134
SC55,2024/12/15,3085
SC55,2024/12/16,3026
SC55,2024/12/17,2954
SC55,2024/12/18,2911
SC55,2024/12/19,2933
SC55,2024/12/20,2923
SC55,2024/12/21,4820
SC55,2024/12/22,4820
SC55,2024/12/23,3211
SC55,2024/12/24,3134
SC55,2024/12/25,3085
SC55,2024/12/26,3026
SC55,2024/12/27,2954
SC55,2024/12/28,2911
SC55,2024/12/29,2933
SC55,2024/12/30,2923
SC56,2024/12/1,7954
SC56,2024/12/2,1281
SC56,2024/12/3,1267
SC56,2024/12/4,1295
SC56,2024/12/5,1298
SC56,2024/12/6,1314
SC56,2024/12/7,1269
SC56,2024/12/8,1304
SC56,2024/12/9,1322
SC56,2024/12/10,1318
SC56,2024/12/11,7954
SC56,2024/12/12,1281
SC56,2024/12/13,1267
SC56,2024/12/14,1295
SC56,2024/12/15,1298
SC56,2024/12/16,1314
SC56,2024/12/17,1269
SC56,2024/12/18,1304
SC56,2024/12/19,1322
SC56,2024/12/20,1318
SC56,2024/12/21,7954
SC56,2024/12/22,7954
SC56,2024/12/23,1267
SC56,2024/12/24,1295
SC56,2024/12/25,1298
SC56,2024/12/26,1314
SC56,2024/12/27,1269
SC56,2024/12/28,1304
SC56,2024/12/29,1322
SC56,2024/12/30,1318
SC57,2024/12/1,20260
SC57,2024/12/2,9864
SC57,2024/12/3,9797
SC57,2024/12/4,9885
SC57,2024/12/5,9760
SC57,2024/12/6,9823
SC57,2024/12/7,9774
SC57,2024/12/8,9728
SC57,2024/12/9,9823
SC57,2024/12/10,9915
SC57,2024/12/11,20260
SC57,2024/12/12,9864
SC57,2024/12/13,9797
SC57,2024/12/14,9885
SC57,2024/12/15,9760
SC57,2024/12/16,9823
SC57,2024/12/17,9774
SC57,2024/12/18,9728
SC57,2024/12/19,9823
SC57,2024/12/20,9915
SC57,2024/12/21,20260
SC57,2024/12/22,20260
SC57,2024/12/23,9797
SC57,2024/12/24,9885
SC57,2024/12/25,9760
SC57,2024/12/26,9823
SC57,2024/12/27,9774
SC57,2024/12/28,9728
SC57,2024/12/29,9823
SC57,2024/12/30,9915
SC58,2024/12/1,1680
SC58,2024/12/2,548
SC58,2024/12/3,518
SC58,2024/12/4,532
SC58,2024/12/5,579
SC58,2024/12/6,593
SC58,2024/12/7,596
SC58,2024/12/8,605
SC58,2024/12/9,566
SC58,2024/12/10,547
SC58,2024/12/11,1680
SC58,2024/12/12,548
SC58,2024/12/13,518
SC58,2024/12/14,532
SC58,2024/12/15,579
SC58,2024/12/16,593
SC58,2024/12/17,596
SC58,2024/12/18,605
SC58,2024/12/19,566
SC58,2024/12/20,547
SC58,2024/12/21,1680
SC58,2024/12/22,1680
SC58,2024/12/23,518
SC58,2024/12/24,532
SC58,2024/12/25,579
SC58,2024/12/26,593
SC58,2024/12/27,596
SC58,2024/12/28,605
SC58,2024/12/29,566
SC58,2024/12/30,547
SC6,2024/12/1,32347
SC6,2024/12/2,29014
SC6,2024/12/3,28855
SC6,2024/12/4,28488
SC6,2024/12/5,28858
SC6,2024/12/6,28953
SC6,2024/12/7,28342
SC6,2024/12/8,28072
SC6,2024/12/9,28605
SC6,2024/12/10,29085
SC6,2024/12/11,32347
SC6,2024/12/12,29014
SC6,2024/12/13,28855
SC6,2024/12/14,28488
SC6,2024/12/15,28858
SC6,2024/12/16,28953
SC6,2024/12/17,28342
SC6,2024/12/18,28072
SC6,2024/12/19,28605
SC6,2024/12/20,29085
SC6,2024/12/21,32347
SC6,2024/12/22,32347
SC6,2024/12/23,28855
SC6,2024/12/24,28488
SC6,2024/12/25,28858
SC6,2024/12/26,28953
SC6,2024/12/27,28342
SC6,2024/12/28,28072
SC6,2024/12/29,28605
SC6,2024/12/30,29085
SC60,2024/12/1,99699
SC60,2024/12/2,62560
SC60,2024/12/3,65725
SC60,2024/12/4,69311
SC60,2024/12/5,68601
SC60,2024/12/6,66824
SC60,2024/12/7,65040
SC60,2024/12/8,64023
SC60,2024/12/9,62990
SC60,2024/12/10,62983
SC60,2024/12/11,99699
SC60,2024/12/12,62560
SC60,2024/12/13,65725
SC60,2024/12/14,69311
SC60,2024/12/15,68601
SC60,2024/12/16,66824
SC60,2024/12/17,65040
SC60,2024/12/18,64023
SC60,2024/12/19,62990
SC60,2024/12/20,62983
SC60,2024/12/21,99699
SC60,2024/12/22,99699
SC60,2024/12/23,65725
SC60,2024/12/24,69311
SC60,2024/12/25,68601
SC60,2024/12/26,66824
SC60,2024/12/27,65040
SC60,2024/12/28,64023
SC60,2024/12/29,62990
SC60,2024/12/30,62983
SC61,2024/12/1,1118
SC61,2024/12/2,522
SC61,2024/12/3,524
SC61,2024/12/4,529
SC61,2024/12/5,473
SC61,2024/12/6,456
SC61,2024/12/7,459
SC61,2024/12/8,463
SC61,2024/12/9,509
SC61,2024/12/10,489
SC61,2024/12/11,1118
SC61,2024/12/12,522
SC61,2024/12/13,524
SC61,2024/12/14,529
SC61,2024/12/15,473
SC61,2024/12/16,456
SC61,2024/12/17,459
SC61,2024/12/18,463
SC61,2024/12/19,509
SC61,2024/12/20,489
SC61,2024/12/21,1118
SC61,2024/12/22,1118
SC61,2024/12/23,524
SC61,2024/12/24,529
SC61,2024/12/25,473
SC61,2024/12/26,456
SC61,2024/12/27,459
SC61,2024/12/28,463
SC61,2024/12/29,509
SC61,2024/12/30,489
SC63,2024/12/1,3733
SC63,2024/12/2,1878
SC63,2024/12/3,1857
SC63,2024/12/4,1934
SC63,2024/12/5,2010
SC63,2024/12/6,1871
SC63,2024/12/7,1822
SC63,2024/12/8,1879
SC63,2024/12/9,1968
SC63,2024/12/10,2132
SC63,2024/12/11,3733
SC63,2024/12/12,1878
SC63,2024/12/13,1857
SC63,2024/12/14,1934
SC63,2024/12/15,2010
SC63,2024/12/16,1871
SC63,2024/12/17,1822
SC63,2024/12/18,1879
SC63,2024/12/19,1968
SC63,2024/12/20,2132
SC63,2024/12/21,3733
SC63,2024/12/22,3733
SC63,2024/12/23,1857
SC63,2024/12/24,1934
SC63,2024/12/25,2010
SC63,2024/12/26,1871
SC63,2024/12/27,1822
SC63,2024/12/28,1879
SC63,2024/12/29,1968
SC63,2024/12/30,2132
SC66,2024/12/1,1891
SC66,2024/12/2,620
SC66,2024/12/3,633
SC66,2024/12/4,643
SC66,2024/12/5,641
SC66,2024/12/6,645
SC66,2024/12/7,645
SC66,2024/12/8,644
SC66,2024/12/9,644
SC66,2024/12/10,649
SC66,2024/12/11,1891
SC66,2024/12/12,620
SC66,2024/12/13,633
SC66,2024/12/14,643
SC66,2024/12/15,641
SC66,2024/12/16,645
SC66,2024/12/17,645
SC66,2024/12/18,644
SC66,2024/12/19,644
SC66,2024/12/20,649
SC66,2024/12/21,1891
SC66,2024/12/22,1891
SC66,2024/12/23,633
SC66,2024/12/24,643
SC66,2024/12/25,641
SC66,2024/12/26,645
SC66,2024/12/27,645
SC66,2024/12/28,644
SC66,2024/12/29,644
SC66,2024/12/30,649
SC68,2024/12/1,1400
SC68,2024/12/2,1119
SC68,2024/12/3,1142
SC68,2024/12/4,1158
SC68,2024/12/5,1180
SC68,2024/12/6,1171
SC68,2024/12/7,1140
SC68,2024/12/8,1153
SC68,2024/12/9,1178
SC68,2024/12/10,1149
SC68,2024/12/11,1400
SC68,2024/12/12,1119
SC68,2024/12/13,1142
SC68,2024/12/14,1158
SC68,2024/12/15,1180
SC68,2024/12/16,1171
SC68,2024/12/17,1140
SC68,2024/12/18,1153
SC68,2024/12/19,1178
SC68,2024/12/20,1149
SC68,2024/12/21,1400
SC68,2024/12/22,1400
SC68,2024/12/23,1142
SC68,2024/12/24,1158
SC68,2024/12/25,1180
SC68,2024/12/26,1171
SC68,2024/12/27,1140
SC68,2024/12/28,1153
SC68,2024/12/29,1178
SC68,2024/12/30,1149
SC7,2024/12/1,33324
SC7,2024/12/2,37872
SC7,2024/12/3,36750
SC7,2024/12/4,34943
SC7,2024/12/5,35238
SC7,2024/12/6,35534
SC7,2024/12/7,35032
SC7,2024/12/8,34552
SC7,2024/12/9,34866
SC7,2024/12/10,36366
SC7,2024/12/11,33324
SC7,2024/12/12,37872
SC7,2024/12/13,36750
SC7,2024/12/14,34943
SC7,2024/12/15,35238
SC7,2024/12/16,35534
SC7,2024/12/17,35032
SC7,2024/12/18,34552
SC7,2024/12/19,34866
SC7,2024/12/20,36366
SC7,2024/12/21,33324
SC7,2024/12/22,33324
SC7,2024/12/23,36750
SC7,2024/12/24,34943
SC7,2024/12/25,35238
SC7,2024/12/26,35534
SC7,2024/12/27,35032
SC7,2024/12/28,34552
SC7,2024/12/29,34866
SC7,2024/12/30,36366
SC8,2024/12/1,44349
SC8,2024/12/2,41606
SC8,2024/12/3,39404
SC8,2024/12/4,39722
SC8,2024/12/5,40448
SC8,2024/12/6,38489
SC8,2024/12/7,37512
SC8,2024/12/8,38614
SC8,2024/12/9,39452
SC8,2024/12/10,39102
SC8,2024/12/11,44349
SC8,2024/12/12,41606
SC8,2024/12/13,39404
SC8,2024/12/14,39722
SC8,2024/12/15,40448
SC8,2024/12/16,38489
SC8,2024/12/17,37512
SC8,2024/12/18,38614
SC8,2024/12/19,39452
SC8,2024/12/20,39102
SC8,2024/12/21,44349
SC8,2024/12/22,44349
SC8,2024/12/23,39404
SC8,2024/12/24,39722
SC8,2024/12/25,40448
SC8,2024/12/26,38489
SC8,2024/12/27,37512
SC8,2024/12/28,38614
SC8,2024/12/29,39452
SC8,2024/12/30,39102
SC9,2024/12/1,40788
SC9,2024/12/2,27486
SC9,2024/12/3,27234
SC9,2024/12/4,26894
SC9,2024/12/5,27044
SC9,2024/12/6,26736
SC9,2024/12/7,26797
SC9,2024/12/8,26638
SC9,2024/12/9,26593
SC9,2024/12/10,26664
SC9,2024/12/11,40788
SC9,2024/12/12,27486
SC9,2024/12/13,27234
SC9,2024/12/14,26894
SC9,2024/12/15,27044
SC9,2024/12/16,26736
SC9,2024/12/17,26797
SC9,2024/12/18,26638
SC9,2024/12/19,26593
SC9,2024/12/20,26664
SC9,2024/12/21,40788
SC9,2024/12/22,40788
SC9,2024/12/23,27234
SC9,2024/12/24,26894
SC9,2024/12/25,27044
SC9,2024/12/26,26736
SC9,2024/12/27,26797
SC9,2024/12/28,26638
SC9,2024/12/29,26593
SC9,2024/12/30,26664
